IXP_Country_ISO_Alpha2,IXPDB_ID,PCH_ID,PeeringDB_ID,IXP_name_IXPDB,IXP_name_PCH,IXP_name_PDB,IXP_City,IXP_region_continent,Date_Creation_PDB,Date_Creation_PCH,Date_Update_PCH,Date_Update_IXPDB,IXP_Website,IXP_Url_Stats,IXP_Url_Stats_PCH,Url_Stats_comments,Date_check_Stats
GR,752,94,347,GR-IX::Athens (Greek Internet Exchange),GR-IX Athens,GR-IX::Athens,Athens,Europe,2010-07-29T00:00:00Z,20000000,2019/7/28,2019-07-31T08:01:57Z,http://www.gr-ix.gr/,http://www.gr-ix.gr/traffic/,"['https://portal.gr-ix.gr/grapher/infrastructure?id=1&period=day', 'https://portal.gr-ix.gr/grapher/infrastructure?id=1&period=day']",none,none
NZ,132,171,348,WIX - Wellington (Wellington Internet Exchange),Wellington Internet Exchange,WIX-NZ,Wellington,Australia,2010-07-29T00:00:00Z,19961200,0000-00-00,2019-06-17T20:08:52Z,http://wix.nzix.net/,,,none,none
NZ,127,165,349,CHIX - Christchurch (Christchurch Internet Exchange),Christchurch Internet Exchange,CHIX-NZ,Christchurch,Australia,2010-07-29T00:00:00Z,20070000,0000-00-00,2019-06-17T06:50:42Z,http://chix.nzix.net/,,,none,none
RU,169,190,350,ekt-ix (EKT-IX public peering VLAN),MSK-IX Ekaterinburg,MSK-IX Ekaterinburg,Ekaterinburg,Asia Pacific,2010-07-29T00:00:00Z,20121201,2016/6/6,2019-05-28T23:45:21Z,http://www.msk-ix.ru/en/ix/ekt,http://www.msk-ix.ru/en/traffic,,none,none
CA,266,1616,355,QiX (Quebec Internet eXchange),Quebec Internet Exchange,QIX,Montreal,North America,2010-07-29T00:00:00Z,20130100,2019/7/28,2019-06-17T23:10:33Z,https://www.qix.ca/?lang=en,https://www.qix.ca/network?lang=en,['https://qix.ca/assets/images/network-daily.png'],none,none
RU,523,,358,DataIX - Ufa (DataIX - Ufa),,DATAIX,Frankfurt  Stockholm  Helsinki  Amsterdam  St.Petersburg  Moscow  Ekaterinburg  Ufa  Novosibirsk  Omsk  Khabarovsk Kiev  Kharkov  Odessa,Europe,2010-07-29T00:00:00Z,,,2019-06-17T09:05:16Z,http://www.dataix.ru,http://graphs.dataix.ru/total.png,,none,none
FR,41,1124,359,France-IX (FranceIX Paris),France-IX,France-IX Paris,Paris,Europe,2010-07-29T00:00:00Z,20101100,2019/7/28,2019-03-01T12:02:18Z,https://www.franceix.net,https://tools.franceix.net/pops,['https://tools.franceix.net/static/images/observium/all-par-1d.png'],none,none
TZ,50,242,361,TIX - Tanzania (Tanzania Internet eXchange),TIX Tanzania - Dar es Salaam,TIX Tanzania - Dar es Salaam,Dar es Salaam,Africa,2010-07-29T00:00:00Z,20030700,2019/7/28,2019-06-18T08:34:57Z,http://tix.or.tz/,https://stats.tix.or.tz/,"['https://stats.tix.or.tz/graphs/daily.png', 'https://stats.tix.or.tz/graphs/daily.png']",none,none
US,424,1874,363,tdc-ops-sw1 (SUPRnet),Southern Utah Peering Regional Network,SUPRnet,Saint George,North America,2010-07-29T00:00:00Z,20060500,0000-00-00,2019-07-19T00:01:05Z,https://suprnet.net,,,none,none
LV,228,1236,364,SMILE (Santa Monica Internet Local Exchange),Santa Monica Internet Local Exchange,SMILE-IXP,Riga,Europe,2010-07-29T00:00:00Z,20051011,0000-00-00,2019-06-17T14:39:25Z,http://www.smile-ixp.net,,,none,none
CW,61,988,366,AMS-IX Caribbean,Caribbean Internet Exchange,AMS-IX Caribbean,Curacao,South America,2013-05-12T00:00:00Z,20090420,2019/7/28,2019-08-07T10:00:58Z,http://www.ams-ix.cw/,https://cw.ams-ix.net/technical--2/statistics,"['https://stats-cw.ams-ix.net/cgi-bin/stats/16all?log=totalall;png=daily', 'https://stats-cw.ams-ix.net/cgi-bin/stats/sflow_grapher?type=ipv6;counter=bps;scale=normal;interval=daily']",none,none
PT,,187,368,,Gigabit Portuguese Internet Exchange Point,GigaPIX Oporto,Oporto,Europe,2010-07-29T00:00:00Z,20110100,0000-00-00,,http://www.gigapix.pt,,,none,none
RO,291,1385,372,Balcan-IX (Balcan-IX),Balcan-IX,Balcan-IX,Bucharest,Europe,2010-07-29T00:00:00Z,20080000,2019/7/28,2019-06-19T21:10:23Z,http://www.balcan-ix.net,http://balcan-ix.net/new/en/traffic-statistics/,['http://trafic.balcan-ix.net/graph_image.php?action=view&local_graph_id=497&rra_id=1'],none,none
CA,344,1852,373,Equinix Toronto (Equinix Toronto),Equinix Toronto,Equinix Toronto,Toronto,North America,2010-07-29T00:00:00Z,0,0000-00-00,2019-08-07T13:04:58Z,https://ix.equinix.com,,[None],none,none
ID,359,1550,375,NiCE (National Inter Connection Exchange ),OpenIXP Internet exchange Point,OpenIXP / NiCE,Indonesia,Asia Pacific,2010-07-29T00:00:00Z,20050000,2017/10/25,2019-06-17T15:02:10Z,http://www.openixp.net,,,none,none
AT,276,1225,377,AAIX (Alpes Adria Internet Exchange),Alpes Adria Internet Exchange,AAIX,Klagenfurt,Europe,2010-07-29T00:00:00Z,20100000,0000-00-00,2019-06-19T00:55:28Z,http://www.aaix.at/,,,none,none
RU,170,1044,378,vlv-ix (VLV-IX public peering VLAN),MSK-IX Vladivostok,MSK-IX Vladivostok,Vladivostok,Asia Pacific,2010-07-29T00:00:00Z,20080000,2013/12/9,2019-08-07T10:01:27Z,http://www.msk-ix.ru/en/ix/vlv,http://www.msk-ix.ru/en/traffic,,none,none
RU,88,193,379,smr-ix (SMR-IX public peering VLAN),MSK-IX Samara,MSK-IX Samara,Samara,Europe,2010-07-29T00:00:00Z,20090000,2014/8/20,2019-08-07T10:01:27Z,http://www.msk-ix.ru/en/ix/smr,http://www.msk-ix.ru/en/traffic,,none,none
RU,178,1046,380,rnd-ix (RND-IX public peering VLAN),MSK-IX Rostov-on-Don,MSK-IX Rostov-on-Don,Rostov-on-Don,Europe,2010-07-29T00:00:00Z,20090000,2014/8/20,2019-08-07T10:01:26Z,http://www.msk-ix.ru/en/ix/rnd,http://www.msk-ix.ru/en/traffic/,,none,none
RE,469,1790,381,REUNIX (Reunion Internet eXchange Point),R¨¦union Internet Exchange,REUNIX,Saint-Denis  La Reunion,Africa,2010-07-29T00:00:00Z,20060200,0000-00-00,2019-06-19T01:10:54Z,http://www.renater.fr/spip.php?rubrique280,,,none,none
LV,83,,383,LIX - Latvia (Latvian Internet eXchange),,LIX-LV,Riga,Europe,2010-07-29T00:00:00Z,,,2019-06-19T01:16:48Z,http://www.lix.lv,http://www.lix.lv/site/load,,none,none
IE,645,116,387,INEX LAN2 (Internet Neutral Exchange Association Limited by Guarantee),Internet Neutral Exchange Association Limited,INEX LAN2,Dublin,Europe,2010-07-29T00:00:00Z,19960000,2019/7/28,2019-08-06T11:00:20Z,https://www.inex.ie/,https://www.inex.ie/ixp/statistics/ixp,['https://www.inex.ie/ixp/grapher/ixp?id=1&type=png'],none,none
MD,278,,392,MD-IX (Moldova Internet Exchange),,MD-IX,Chisinau,Europe,2010-07-29T00:00:00Z,,,2019-06-17T08:41:00Z,http://www.moldtelecom.md,,,none,none
IL,112,117,393,IIX - Tel Aviv (Israeli Internet eXchange),Israeli Internet Exchange,IIX Israel,Petah Tikva,Middle East,2010-07-29T00:00:00Z,19960000,2019/7/28,2019-08-07T13:04:58Z,http://www.iix.net.il,,"['https://en.isoc.org.il/iix/cacti/cactiexports/graphs/graph_399_1.png', 'https://en.isoc.org.il/iix/cacti/cactiexports/graphs/graph_399_1.png']",none,none
RU,275,1223,398,kzn-ix (KZN-IX public peering VLAN),MSK-IX Kazan,MSK-IX Kazan,Kazan,Europe,2010-07-29T00:00:00Z,20100500,2013/12/9,2019-08-07T10:01:04Z,http://www.msk-ix.ru/en/ix/kzn,http://www.msk-ix.ru/en/traffic/,,none,none
LT,467,926,400,LIPTAM (Lietuvos Interneto paslaug?? tiek??j?? apsikeitimo mazgu),Lithuanian Internet service providers exchange unit,LIPTAM,Vilnius,Europe,2010-07-29T00:00:00Z,20080000,0000-00-00,2019-06-18T12:09:02Z,http://is.lt/,,,none,none
FR,,1658,410,,FR-IX 75,FR-IX,Paris,Europe,2010-07-29T00:00:00Z,20100505,0000-00-00,,http://www.fr-ix.fr,,,none,none
BR,262,1199,415,Campinas (CAS) (IX.br - Campinas (CAS)),Ponto de Troca de Trafego do Campinas,IX.br (PTT.br) Campinas,Campinas/SP,South America,2010-07-31T00:00:00Z,20091130,2019/7/28,2019-06-17T20:25:16Z,http://ix.br,http://ix.br/trafego/agregado/cas,['http://old.ix.br/stats/64d04c470b3b2cfd6a8baaa2326ddefa/cas/images/pix/agregado_bps-daily.png'],none,none
AO,202,545,421,Angola IXP,Ponto de Intercambio Internet Angola,Angola IXP,Luanda,Africa,2010-08-18T00:00:00Z,0,0000-00-00,2019-06-19T21:07:55Z,http://www.angola-ixp.ao/,,[None],none,none
UG,96,,422,Kampala 1 (Uganda Internet eXchange Point),,UIXP,Kampala,Africa,2010-08-18T00:00:00Z,,,2019-08-06T16:02:03Z,https://uixp.co.ug/,https://portal.uixp.co.ug/public-statistics/public,,none,none
RS,292,1350,424,SOX (Serbian Open eXchange),Serbian Open Exchange,SOX Serbia,Belgrade/Serbia,Europe,2010-09-26T00:00:00Z,20100900,0000-00-00,2019-06-17T23:55:45Z,http://www.sox.rs,,,none,none
US,336,311,428,NASA-AIX (NASA Ames Internet eXchange),MAE-West,NASA-AIX,Mountain View  CA,North America,2010-08-28T00:00:00Z,0,0000-00-00,2019-06-17T23:58:24Z,http://www.nasa.gov/centers/ames,,,none,none
SG,371,1272,429,SGIX (Singapore Internet Exchange),Singapore Internet Exchange,SGIX,Singapore,Asia Pacific,2010-09-10T00:00:00Z,20100607,2019/7/28,2019-06-18T02:12:50Z,https://www.sgix.sg,https://www.sgix.sg/traffic-statistics/,"['https://www.sgix.sg/statistics/sgix-aggregate-daily.png', 'https://www.sgix.sg/statistics/sgix-aggregate-daily.png']",none,none
AT,348,14,430,GraX (Grazer Internet Exchange ),Grazer Internet Exchange,GraX,Graz,Europe,2010-09-14T00:00:00Z,20100304,2017/4/3,2019-06-18T02:05:31Z,http://www.grax.at/,http://www.grax.at/traffic/,,none,none
GB,281,1232,435,IXLeeds (Leeds Internet Exchange),Leeds Internet Exchange,IX Leeds,Leeds / Western Yorkshire,Europe,2010-09-21T00:00:00Z,20100920,2019/7/28,2019-06-17T23:52:49Z,http://ixleeds.net,http://ixleeds.net/graphs.php,['https://www.mixp.org/stats/aggregate-traffic-year.png'],none,none
US,335,1265,446,MICE (Midwest Internet Cooperative Exchange),Midwest Internet Cooperative Exchange,MICE,Minneapolis  MN,North America,2010-10-09T00:00:00Z,20110111,2019/7/28,2019-06-17T15:00:04Z,http://www.micemn.net,http://micelg.usinternet.com/export/,"['http://micelg.usinternet.com/export/graphs/graph_1430_1.png', 'http://micelg.usinternet.com/export/graphs/graph_1430_1.png']",none,none
ID,358,907,452,BIX - Jakarta (Biznet Internet eXchange),Biznet Internet Exchange,BIX Jakarta,Jakarta,Asia Pacific,2010-10-30T00:00:00Z,20060000,2019/1/30,2019-06-17T08:49:04Z,http://www.biznetnetworks.com/En/?menu=Bix,,['http://www.biznetnetworks.com/images/bix/bix-new/bix-daily.png'],none,none
NO,150,767,453,FIXO (Free Internet eXchange Oslo),Free Internet eXchange Oslo,FIXO,Oslo,Europe,2010-11-03T00:00:00Z,20080116,0000-00-00,2019-05-27T12:41:59Z,http://www.fixo.no,,,none,none
GU,472,1267,463,GU-IX (Guam Internet Exchange),Guam Internet Exchange,GU-IX,Guam,Asia Pacific,2010-12-09T00:00:00Z,20110000,0000-00-00,2019-06-18T22:18:02Z,http://www.gu-ix.net,http://www.gu-ix.net/stats/,,none,none
ID,473,1263,469,MCIX (Matrix Cable Internet eXchange),Matrix Cable System Internet Exchange,MCIX - Matrix Networks,Jakarta,Asia Pacific,2010-12-08T00:00:00Z,20110000,0000-00-00,2019-06-18T22:18:48Z,http://www.nap.net.id,,,none,none
PL,436,2023,474,EPIX Warsaw (e-Poludnie Internet Exchange),EPIX.Warszawa-KIX,EPIX.Warszawa-KIX,Warsaw,Europe,2011-01-15T00:00:00Z,20130000,2019/7/28,2019-03-13T22:16:00Z,http://www.epix.net.pl/,http://www.epix.net.pl/narzedzia/statystyki-epix/#epix-katowice-stats,['https://newstats.epix.net.pl/epix-traffic-all-day.png'],none,none
US,287,270,476,AZIX (Arizona Internet Exchange),PacBell ATM Exchange,AZIX,Phoenix,North America,2011-03-05T00:00:00Z,0,0000-00-00,2019-06-18T11:59:09Z,http://www.arizonaix.net/,,,none,none
CZ,,612,477,,Commercial Brno Internet Exchange,CBIX,Brno,Europe,2011-01-25T00:00:00Z,20070512,0000-00-00,,http://www.cbix.cz/en/,,,none,none
PL,346,918,481,Thinx (Thinx),Thinx Poland,Thinx,Warsaw,Europe,2011-02-06T00:00:00Z,20060000,2019/6/30,2019-06-17T14:27:00Z,http://www.atman.pl,https://portal.atman.pl/stats/acx.jsf,,none,none
PL,401,1636,482,TPIX (Orange Polska Internet Exchange),TPIX - Internet Exchange,TPIX,Warsaw,Europe,2011-02-06T00:00:00Z,20101100,2019/7/28,2019-06-13T21:05:54Z,http://www.tpix.pl/en,http://www.tpix.pl/en/statystyki_en.html,"['http://stats.tpix.pl/img/day.png', 'http://stats.tpix.pl/img/day.png']",none,none
CY,73,,487,CyIX (Cyprus Internet Exchange),,CyIX,Nicosia / Cyprus,Europe,2011-02-23T00:00:00Z,,,2019-06-17T09:30:37Z,http://www.cytanet.com.cy/network/cyix/,,,none,none
NG,60,616,488,IXPN (Internet Exchange Point of Nigeria),IXPN - Lagos,IXPN Lagos,Lagos,Africa,2011-03-03T00:00:00Z,20070500,2019/8/7,2019-06-17T14:01:25Z,http://www.ixp.net.ng,http://rt1.ixp.net.ng/mrtg/totalixpnlagos.html,['http://rt1.ixp.net.ng/mrtg/mdxi-day.png'],none,none
PL,548,2022,491,EPIX (e-Poludnie Internet Exchange),EPIX.Katowice,EPIX.Katowice,Katowice/Silesia,Europe,2011-03-25T00:00:00Z,20130000,2019/7/28,2019-06-19T07:19:12Z,http://www.epix.net.pl/,http://www.epix.net.pl/narzedzia/statystyki-epix/#epix-katowice-stats,"['https://newstats.epix.net.pl/epix-traffic-all-day.png', 'https://newstats.epix.net.pl/epix-traffic-all-day.png']",none,none
FI,172,1515,492,FICIX - Oulu (Finnish Communication and Internet Exchange - Oulu),Finnish Communication and Internet Exchange Oulu,FICIX 3 (Oulu),Oulu,Europe,2011-03-19T00:00:00Z,20080000,0000-00-00,2019-05-29T00:20:34Z,http://www.ficix.fi/,http://stats.ficix.fi/,,none,none
US,286,1553,496,BNIIX (Buffalo Niagara International Internet Exchange),Buffalo Niagara International Internet Exchange,BNIIX,Buffalo,North America,2011-05-04T00:00:00Z,20110500,0000-00-00,2019-06-19T00:57:12Z,http://www.bniix.net,,,none,none
PL,474,,498,GIX Gdansk (Gdansk Internet eXchange),,GIX Gdansk,Gdansk,Europe,2011-04-09T00:00:00Z,,,2019-06-18T22:19:18Z,http://www.gix.gda.pl,,,none,none
US,418,1816,499,MKEIX (Milwaukee Internet Exchange),Milwaukee Internet Exchange,MKE-IX,Milwaukee,North America,2011-06-02T00:00:00Z,20110000,2019/7/28,2019-06-19T01:00:38Z,http://www.mkeix.net,http://www.mkeix.net/stats,"['http://mkeix.net/stats.php?mode=day', 'http://mkeix.net/stats.php?mode=day']",none,none
CA,476,1554,506,GTIIX (Greater Toronto IIX),Greater Toronto International Internet Exchange,GTIIX,Toronto,North America,2011-05-04T00:00:00Z,20110600,0000-00-00,2019-06-19T01:12:36Z,http://www.iixnetworx.net/peer/our-ixps/gtiix/,,,none,none
RU,293,1864,512,PIRIX (PIRIX Internet Exchange),PIRIX,PIRIX,St.Petersburg,Europe,2011-05-12T00:00:00Z,20080000,2018/6/29,2019-06-17T23:56:22Z,http://www.pirix.ru,http://pirix.ru/statistics/,,none,none
AU,393,8,513,VIC-IX,Victoria Internet Exchange,IX Australia VIC,Melbourne/Victoria,Australia,2011-05-12T00:00:00Z,20110000,2019/7/28,2019-08-07T01:01:35Z,http://www.waia.asn.au,https://metrics.ix.asn.au,"['https://metrics.ix.asn.au/render/dashboard-solo/db/ix-aggregates?orgId=2&from=now-1d&to=now&panelId=18&var-polling_interval=5m&theme=light&width=1000&height=400', 'https://metrics.ix.asn.au/render/dashboard-solo/db/ix-aggregates?orgId=2&from=now-1d&to=now&panelId=18&var-polling_interval=5m&theme=light&width=1000&height=400']",none,none
US,477,,514,COIX (Central Oregon Internet eXchange),,COIX,Bend Oregon,North America,2011-05-14T00:00:00Z,,,2019-06-17T09:02:15Z,http://www.centraloregonix.org,,,none,none
PL,,,524,,,CePIX.pl,Mogilno,Europe,2011-06-26T00:00:00Z,,,,http://cepix.pl/,,,none,none
LT,,1576,526,,Lithuania Internet Exchange,LIXP,Vilnius,Europe,2011-08-05T00:00:00Z,20100000,2019/6/3,,http://www.lixp.lt/en/,http://www.lixp.lt/en/network/stat,,none,none
MZ,338,158,528,MOZ-IX (Mozambique Internet Exchange Point ),Mozambique Internet Exchange,MOZIX,Maputo,Africa,2011-08-09T00:00:00Z,20020700,2016/11/22,2019-06-17T23:59:54Z,http://www.mozix.org.mz,http://www.mozix.org.mz/mrtg,,none,none
RU,,516,529,,Krasnoyarsk Internet Exchange,KRS-IX,Krasnoyarsk,Europe,2011-08-23T00:00:00Z,20060000,2019/7/28,,http://www.krs-ix.ru,,['http://www.red-ix.ru/static/images/cacti/graphs/graph_254_1.png'],none,none
EE,479,1365,538,RTIX (Tallinn Governmental Internet Exchange),Tallinn Governmental Internet Exchange,RTIX,Tallinn,Europe,2011-11-10T00:00:00Z,20090700,0000-00-00,2019-06-13T22:22:25Z,https://www.ria.ee/en.html,,,none,none
LT,482,2043,542,litix (Lithuanian Internet exchange),Lithuanian peering center,Litix,Vilnius,Europe,2011-11-10T00:00:00Z,0,0000-00-00,2019-06-13T22:30:11Z,http://datalogistics.lt/en/node/99,,,none,none
LI,483,1859,543,Rheintal IX (Rheintal IX),Rheintal Internet Exchange,Rheintal IX,Eschen/LI  Feldkirch/AT  St. Gallen/CH,Europe,2011-12-06T00:00:00Z,20111027,2019/6/16,2019-06-13T22:32:01Z,http://www.rheintal-ix.net,http://www.rheintal-ix.net/traffic/,"['https://cacti.rheintal-ix.net/export/graphs/graph_82_1.png', 'https://cacti.rheintal-ix.net/export/graphs/graph_82_1.png']",none,none
BR,160,1018,556,Salvador (BA) (IX.br - Salvador (BA)),Ponto de Troca de Trafego do Salvador,IX.br (PTT.br) Salvador,Salvador/BA,South America,2012-01-16T00:00:00Z,20080000,2019/7/28,2019-06-18T08:42:23Z,http://ix.br,http://ix.br/trafego/agregado/ba,['http://old.ix.br/stats/fd6bf1772c30a428a00c015b76c83d65/ba/images/pix/agregado_bps-daily.png'],none,none
BR,376,1441,558,Caxias do Sul (CXJ) (IX.br - Caxias do Sul (CXJ)),Ponto de Troca de Trafego do Caxias do Sul,IX.br (PTT.br) Caxias do Sul,Caxias do Sul/RS,South America,2012-01-24T00:00:00Z,20130600,2019/7/28,2019-06-17T15:03:38Z,http://ix.br,http://ix.br/trafego/agregado/cxj,['http://old.ix.br/stats/1ca8748e6672014e5862c1eda1e19c97/cxj/images/pix/agregado_bps-daily.png'],none,none
SK,167,1521,559,SIX - Ko??ice (Slovak Internet eXchange - Ko??ice),Slovak Internet Exchange Ko??ice,SIX.SK Ko??ice,Ko??ice,Europe,2012-01-30T00:00:00Z,20080600,2019/8/7,2019-05-09T14:59:30Z,http://www.six.sk,http://www.six.sk/statske,['https://www.six.sk/stats/kosice/aggregated-ke-day.png'],none,none
US,417,1317,563,JXIX (Jacksonville Internet Exchange),Jacksonville Internet Exchange,JXIX,Jacksonville,North America,2012-01-30T00:00:00Z,20120102,0000-00-00,2019-06-18T22:07:27Z,http://jxix.org,,,none,none
JP,119,125,564,JPIX - Osaka (Japan Internet Exchange - Osaka),JPIX Osaka,JPIX OSAKA,Osaka,Asia Pacific,2012-02-02T00:00:00Z,20020400,2019/7/28,2019-06-17T06:49:50Z,https://www.jpix.ad.jp/en/,https://www.jpix.ad.jp/en/technical_traffic.php,"['https://www.jpix.ad.jp/en/img/TOTAL-OSK.In_e.png', 'https://www.jpix.ad.jp/en/img/TOTAL-OSK.In_e.png']",none,none
US,407,1348,565,BostonIX (Markley Boston Internet Exchange),Boston Internet Exchange,Boston Internet Exchange,Boston  Massachusetts,North America,2012-02-03T00:00:00Z,20120409,0000-00-00,2019-06-13T21:44:37Z,http://www.bostonix.net/,,,none,none
NZ,129,168,566,PNIX - Palmerston North (Palmerston North Internet Exchange),Palmerston North Internet Exchange,PNIX,Palmerston North,Australia,2012-02-09T00:00:00Z,20041130,0000-00-00,2019-06-17T14:05:56Z,http://pnix.nzix.net/,,,none,none
HT,488,621,573,Infrastructure #1 (AHTIC Internet eXchange Point),IXP de El Salvador,HIX Haiti,Port-au-Prince,South America,2012-03-05T00:00:00Z,0,0000-00-00,2019-05-06T22:01:26Z,https://ixp.ht,,"[None, None]",none,none
BR,284,1276,575,Goi??nia (GYN) (IX.br - Goi??nia (GYN)),Ponto de Troca de Trafego do Goi??nia,IX.br (PTT.br) Goi??nia,Goi??nia/GO,South America,2012-03-25T00:00:00Z,20101020,2019/7/28,2019-06-17T20:26:59Z,http://ix.br,http://ix.br/trafego/agregado/gyn,['http://old.ix.br/stats/e1100a9487a40dac85dc59754ba070e8/gyn/images/pix/agregado_bps-daily.png'],none,none
AU,392,1472,576,QLD-IX,Queensland Internet Exchange,IX Australia QLD,Brisbane/Queensland,Australia,2012-03-22T00:00:00Z,20110000,2019/7/28,2019-08-07T01:01:31Z,http://www.ix.asn.au,https://metrics.ix.asn.au,['https://metrics.ix.asn.au/render/dashboard-solo/db/ix-aggregates?orgId=2&from=now-1d&to=now&panelId=16&var-polling_interval=5m&theme=light&width=1000&height=400'],none,none
HK,356,1319,577,AMS-IX Hong Kong,AMS-IX Hong Kong,AMS-IX Hong Kong,Hong Kong,Asia Pacific,2012-03-28T00:00:00Z,20120401,2019/7/28,2019-08-07T10:00:56Z,http://www.ams-ix.hk,http://www.ams-ix.hk/total-traffic-statistics,"['https://stats-hk.ams-ix.net/cgi-bin/stats/16all?log=totalall;png=daily', 'https://stats-hk.ams-ix.net/cgi-bin/stats/sflow_grapher?type=ipv6;scale=normal;interval=daily']",none,none
RU,384,195,580,stw-ix (STW-IX public peering VLAN),MSK-IX St. Petersburg,MSK-IX Stavropol,Stavropol,Europe,2012-05-23T00:00:00Z,20090000,2016/6/6,2019-08-07T10:01:28Z,http://www.msk-ix.ru/en/ix/stw,http://www.msk-ix.ru/en/traffic,,none,none
NO,192,,582,BIX Bergen (Bergen Internet Exchange),,BIX Bergen,Bergen,Europe,2012-05-24T00:00:00Z,,,2019-06-18T08:42:57Z,https://www.nix.no/,https://www.nix.no/statistics/,,none,none
GB,349,1332,583,LINX Manchester,IXManchester powered by LINX,LINX Manchester,Manchester,Europe,2012-06-02T00:00:00Z,20120429,2018/8/22,2019-08-07T13:04:58Z,http://www.linx.net,http://portal.linx.net,,none,none
AE,373,1341,587,UAE-IX (United Arab Emirates Internet Exchange),UAE-IX by DE-CIX,UAE-IX,Dubai,Middle East,2012-06-12T00:00:00Z,20120224,2019/7/28,2019-06-19T01:19:37Z,http://www.uae-ix.net,http://www.uae-ix.net/about-uae-ix/statistics/,"['https://www.uae-ix.net/traffic_DXB-2days-1170-400.png', 'https://www.uae-ix.net/traffic_DXB-2days-1170-400.png']",none,none
ZA,351,1306,592,NAPAfrica IX Johannesburg (NAPAfrica),NAPAfrica Johannesburg,NAPAfrica IX Johannesburg,Johannesburg,Africa,2012-07-19T00:00:00Z,20120000,2019/7/28,2019-08-07T07:02:05Z,https://www.napafrica.net,https://www.napafrica.net/napafrica-traffic/,['https://ix.nap.africa/images/jb1.png'],none,none
ZA,648,1308,597,NAPAfrica IX Cape Town (NAPAfrica),NAPAfrica Cape Town,NAPAfrica IX Cape Town,Cape Town,Africa,2012-07-27T00:00:00Z,20120000,2019/7/28,2019-08-07T07:02:22Z,http://www.teraco.co.za,http://www.napafrica.net/napafrica-traffic/,['https://ix.nap.africa/images/ct1.png'],none,none
IN,175,1021,598,NIXI - Hyderabad (National Internet Exchange of India - Hyderabad),National Internet Exchange of India,NIXI Hyderabad,Hyderabad,Asia Pacific,2012-07-27T00:00:00Z,20080000,2019/7/14,2019-05-29T10:54:31Z,http://www.nixi.in,,,none,none
JP,485,1857,602,Echigo-IX (Echigo Internet Exchange),Echigo-IX,Echigo-IX,Niigata,Asia Pacific,2012-07-30T00:00:00Z,20110900,0000-00-00,2019-06-13T22:35:51Z,http://www.echigo-ix.jp/,,,none,none
BR,283,1275,603,Campina Grande (CPV) (IX.br - Campina Grande (CPV)),Ponto de Troca de Trafego do Campina Grande,IX.br (PTT.br) Campina Grande,Campina Grande/PB,South America,2012-07-30T00:00:00Z,20100928,2019/7/28,2019-06-17T20:26:20Z,http://ix.br,http://ix.br/trafego/agregado/cpv,['http://old.ix.br/stats/56bd40ebacb261ea9079e570301057b6/cpv/images/pix/agregado_bps-daily.png'],none,none
ID,,1546,606,,NEX Internet Exchange,C2IX,Jakarta,Asia Pacific,2012-09-24T00:00:00Z,20100000,0000-00-00,,http://www.cyber2dc.com,,,none,none
MN,,,607,,,MIX MNDC,Ulaanbaatar,Asia Pacific,2012-08-26T00:00:00Z,,,,https://datacenter.gov.mn,,,none,none
ZA,487,1362,610,Durban Internet Exchange Point (INX),Durban Internet eXchange,DINX,Durban,Africa,2012-09-24T00:00:00Z,20120914,2017/5/20,2019-08-06T20:01:13Z,https://www.inx.net.za/,,,none,none
ZM,,547,615,,Zambia Internet Exchange Point,LuIXP,Lusaka,Africa,2012-10-06T00:00:00Z,20060200,0000-00-00,,http://www.ispa.org.zm,,,none,none
US,495,,624,TP-IX (Twin Ports IX),,TP-IX,Duluth,North America,2012-11-05T00:00:00Z,,,2019-06-14T14:16:54Z,http://tp-ix.net,,,none,none
ID,361,1549,626,IIX Surabaya,IIX Jawa Timur,IIX-Surabaya,Surabaya,Asia Pacific,2012-11-12T00:00:00Z,20080000,0000-00-00,2019-06-18T02:11:35Z,http://www.iix.net.id,,,none,none
US,423,,627,SNAP (Southeast Network Access Point),,SNAP,Atlanta,North America,2012-11-20T00:00:00Z,,,2019-06-18T22:08:59Z,http://www.southeastnap.com/,http://www.southeastnap.com/about_us/statistics/,,none,none
CD,204,479,628,KINIX (KINshasa Internet eXchange point),Kinshasa Internet Exchange,KINIX,Kinshasa,Africa,2012-11-20T00:00:00Z,20021100,2018/5/3,2019-06-17T22:58:15Z,http://www.ispa-drc.cd,http://www.ispa-drc.cd,,none,none
AU,492,,631,PacificIX (PacificIX),,PacificIX,Sydney,Australia,2012-12-06T00:00:00Z,,,2019-06-14T14:10:45Z,http://www.vocus.com.au/pacificix/,,,none,none
RU,489,1867,633,Sea-IX (South Russia IX),Sea-IX Internet exchange,Sea-IX,Krasnodar,Europe,2012-12-06T00:00:00Z,20121008,2019/7/28,2019-06-13T23:11:27Z,http://sea-ix.ru/,,['http://sea-ix.ru/images/stat/iptraf-daily.png'],none,none
RU,490,,635,OMSK-IX (Omsk Internet Exchange),,OMSK-IX,Omsk,Europe,2012-12-11T00:00:00Z,,,2019-06-13T23:13:51Z,http://omsk-ix.ru/,,,none,none
