id,protocol,prefix
523,IPv4,119.110.116.0/23
516,IPv4,218.100.56.0/24
517,IPv6,2001:7fa:3:b0df::/48
1239,IPv4,206.108.255.0/24
1240,IPv6,2001:504:27::/64
452,IPv4,69.147.218.0/24
445,IPv6,2607:fe10:ffff
383,IPv4,202.128.12.0/26
1005,IPv6,
795,IPv4,
1357,IPv6,
788,IPv4,
1356,IPv6,
858,IPv4,80.81.202.0/24
1336,IPv6,2001:7f8:44::/64
853,IPv4,103.16.102.0/23
514,IPv6,2001:de8:12:100::/64
791,IPv4,
1006,IPv6,
890,IPv4, 200.192.109.0/24
1007,IPv6,2001:12f8:0:12::/64
886,IPv4, 200.192.111.0/24
1326,IPv6,2001:12f8:0:14::/64
385,IPv4,172.16.96.0/24
386,IPv4,172.16.97.0/24
388,IPv4,218.100.85.0/24
906,IPv4,206.223.120.0/24
391,IPv6,2001:504:18::/64
633,IPv4,206.126.244.0/24
1046,IPv6,2001:1808:1:1::/64
742,IPv4,
857,IPv4,196.60.8.0/23
1008,IPv6, 2001:43f8:6d0::/64
881,IPv4,196.10.140.0/24
1009,IPv6,2001:43F8:6D1::/64
729,IPv4,196.223.20.0/24
920,IPv4,206.72.208.0/24
601,IPv6,2001:504:26::/64
446,IPv4,206.123.7.0/24
847,IPv4,103.247.139.0/24
412,IPv6,2001:df0:296::/64
862,IPv4,195.66.244.0/24
550,IPv6,2001:7f8:4:2::/64
855,IPv4,185.1.8.0/24
674,IPv6,2001:7f8:73::/64
433,IPv4,206.108.236.0/24
434,IPv6,2001:504:24:1::/64
426,IPv4,185.1.27.0/24
1010,IPv6,2001:7f8:1e::/64
916,IPv4,196.223.30.0/24
442,IPv6,2001:43f8:01f2::/64
583,IPv4,206.53.141.0/27
1343,IPv6,
450,IPv4,213.184.52.0/24
490,IPv6,2001:7F8:50:1::/64
470,IPv4,103.25.228.0/24
1045,IPv6,2001:dec:0:1::/64
585,IPv4,77.95.71.0/24
672,IPv4,77.95.71.0/24
1063,IPv6,2001:7f8:47:47::/64
455,IPv4,
759,IPv4,194.85.177.0/24
1011,IPv6,
760,IPv4,80.97.248.0/24
1355,IPv6,2a02:d10:80::/64
576,IPv4,200.14.37.0/24
1165,IPv6,2001:13c7:6009::/48
910,IPv4,200.14.75.0/24
1169,IPv6,2001:13c7:600e::/48
577,IPv4,200.14.39.0/24
1168,IPv6,2001:13c7:600c::/48
607,IPv4,200.115.81.0/24
1170,IPv6,2001:13c7:6011::/48
608,IPv4,200.115.82.0/24
1171,IPv6,2001:13c7:6012::/48
578,IPv4,200.14.38.0/24
1166,IPv6,2001:13c7:600b::/48
579,IPv4,200.13.83.0/24
1164,IPv6,2001:13c7:6008::/48
580,IPv4,200.14.74.0/24
1167,IPv6,2001:13c7:600d::/48
879,IPv4,187.16.195.0/24
1012,IPv6,2001:12f8:0:18::/64
609,IPv4, 187.16.197.0/24
1013,IPv6,2001:12f8:0:20::/64
914,IPv4, 187.16.198.0/24
1014,IPv6,2001:12f8:0:21::/64
888,IPv4, 187.16.196.0/24
1327,IPv6, 2001:12f8:0:19::/64
891,IPv4, 187.16.192.0/24
1015,IPv6,2001:12f8:0:15::/64
803,IPv4, 187.16.199.0/24
1016,IPv6,2001:12f8:0:22::/64
887,IPv4,187.16.194.0/24
1017,IPv6,2001:12f8:0:17::/64
819,IPv4,206.126.225.0/24
548,IPv6,2001:504:2f::/64
880,IPv4,218.100.78.0/24
563,IPv6,2001:7fa:11:2::/64
901,IPv4,218.100.54.0/25
562,IPv6,2001:7fa:11:3::/64
1189,IPv4,41.231.21.0/24
1190,IPv6,2001:4350:3000:1::/64
930,IPv4,193.95.1.0/24
472,IPv4,193.95.96.0/24
473,IPv4,193.95.19.0/24
474,IPv4,193.95.66.0/24
475,IPv4,193.95.0.0/24
1206,IPv4,206.41.105.0/24
1227,IPv6,2001:504:3B::/64
1228,IPv6,2001:504:3B:1::/64
483,IPv4,208.157.218.0/24
484,IPv6,2607:F8B8:FFF1:6566
771,IPv4,91.218.4.0/24
849,IPv4,193.156.120.0/24
492,IPv6,2001:7F8:12:2::/64
900,IPv4,193.156.125.0/24
495,IPv6,2001:7F8:12:4::/64
894,IPv4,193.156.93.0/24
494,IPv6,2001:7F8:12:3::/64
782,IPv4,185.1.65.224/27
1538,IPv6,2001:7f8:12:6::/64
783,IPv4,185.1.65.192/27
1539,IPv6,2001:7f8:12:5::/64
776,IPv4,193.110.225.0/24
502,IPv6,2001:7f8:7:c::/64
503,IPv6,2001:7f8:7:2::/64
777,IPv4,193.110.226.0/24
500,IPv6,2001:7f8:7:a::/64
501,IPv6,2001:7f8:7::/64
904,IPv4,192.108.145.0/24
510,IPv4,
1018,IPv6,
734,IPv4,200.75.174.0/24
905,IPv4,206.126.109.0/24
513,IPv6,2001:504:2c::/116
554,IPv4,
518,IPv4,
533,IPv4,218.100.72.0/23
534,IPv6,2001:df0:b1:72::/63
519,IPv4,
530,IPv4,218.100.32.0/24
1019,IPv6,
531,IPv4,218.100.27.0/24
1225,IPv4,218.100.36.0/24
532,IPv6,2001:7fa:f::/48
1224,IPv4,103.22.232.0/24
1226,IPv4,103.22.233.0/22
526,IPv4,206.130.61.0/24
527,IPv6,2001:504:20:81::/64
570,IPv4,206.123.0.0/24
571,IPv6,2001:504:21::/64
528,IPv4,206.123.30.0/24
529,IPv6,2001:504:22:30::/64
1299,IPv4,
542,IPv4,
876,IPv4,185.1.92.0/24
1020,IPv6,2001:7f8:b4::/48
543,IPv4,218.100.52.0/23
544,IPv6,2001:7FA:11:4::/64
546,IPv4,
796,IPv4,185.1.62.0/23
1021,IPv6,2001:7f8:6c::/64
553,IPv4,
551,IPv4,212.121.32.0/19
552,IPv6,
848,IPv4,198.179.18.0/24
611,IPv6,2001:504:2d::18:0/111
812,IPv4,193.218.0.0/24
613,IPv6,2001:67c:29f0::/64
815,IPv4,195.149.232.0/23
561,IPv6,2001:7f8:27::/48
559,IPv4,
1049,IPv6,
884,IPv4,37.49.232.0/24
1022,IPv6,2001:7f8:54:5::/64
654,IPv4,91.216.67.0/24
653,IPv6,2001:7f8:59:0:75::/96
565,IPv4,62.69.146.0/23
564,IPv6,2001:7f8:8:20::/64
566,IPv4,194.54.92.0/25
568,IPv6,7f8:3a:e201::/64
735,IPv4,206.130.0.0/24
738,IPv6,2001:504:2b::/64
567,IPv4,194.54.93.0/25
569,IPv6,7f8:3a:e202::/64
889,IPv4,206.55.196.0/23
1023,IPv6,2001:504:31::/64
573,IPv4,
574,IPv6,
575,IPv4,
731,IPv4,206.130.15.0/24
732,IPv6,2001:504:37:10::/64
915,IPv4,195.66.246.0/24
1279,IPv6,2001:7f8:4:3::
586,IPv4,
587,IPv4,103.104.146.0/24
1611,IPv4,
588,IPv4,
589,IPv4,
590,IPv4,
591,IPv4,
594,IPv4,206.51.42.0/24
704,IPv6,2001:504:13:7::/64
596,IPv4,206.51.46.0/24
595,IPv6,2605:6C00:303:303::/64
597,IPv4,206.51.44.0/24
705,IPv6,2001:504:13:5::/64
598,IPv4,206.51.45.0/24
706,IPv6,2001:504:13:6::/64
599,IPv4,206.51.40.0/24
707,IPv6,2001:504:13:1::/64
600,IPv4,206.51.41.0/24
708,IPv6,2001:504:13:3::/64
818,IPv4,91.213.211.0/24
739,IPv6,2001:7f8:7f::/64
1114,IPv4,206.130.10.0/24
1115,IPv6,
785,IPv4,195.69.117.0/24
1394,IPv4,195.69.118.0/24
786,IPv6,2001:7f8:d:200::/48
1395,IPv6,2001:7f8:d:201::/64
675,IPv4,208.169.85.248/29
1358,IPv6,
772,IPv4,185.1.1.0/24
1353,IPv6,
773,IPv4,196.223.35.0/24
1350,IPv6,
655,IPv4,179.0.30/24
629,IPv6,2801:14:c000::/48
635,IPv4,194.57.253.128/27
636,IPv4,
669,IPv4, 194.57.235.0/24
651,IPv4,206.197.131.11/24
715,IPv4,196.223.4.0/24
716,IPv6,2001:db8::/64
720,IPv4,206.41.104.0/24
931,IPv6,2001:504:39::/64	
741,IPv4,181.188.0.240/28
1364,IPv6,
744,IPv4,
1136,IPv4,41.231.34.0/26
1188,IPv6,2001:4350:3001::/64
765,IPv4,200.107.83.128/25
766,IPv6,2801:1d:a000:1::/64
922,IPv4,187.16.203.0/24
1024,IPv6,2001:12f8:0:26::/64
917,IPv4,187.16.202.0/24
1025,IPv6, 2001:12f8:0:25::/64
919,IPv4,187.16.200.0/24
1328,IPv6, 2001:12f8:0:23::/64
1079,IPv4,206.126.240.0/24
1080,IPv6,2001:504:34:1::/64
965,IPv4,196.223.34.0/24
1344,IPv6,
932,IPv4,
933,IPv6,
992,IPv4,206.41.107.0/24
993,IPv6,2001:504:3E::/64
997,IPv4, 185.1.66.0/26
1285,IPv6, 2001:7f8:34::/64
1026,IPv4,204.107.122.0/25
1027,IPv6,2001:19e0:ffff::/64
1029,IPv4,
1030,IPv4,
1031,IPv4,
1032,IPv4,200.115.83.0/24 
1172,IPv6,2001:13c7:6013::/48
1033,IPv4,
1034,IPv4,200.115.85.0/24
1253,IPv6,2001:13c7:6015::/48
1035,IPv4,200.115.84.0/24
1254,IPv6,2001:13c7:6014::/64
1036,IPv4,
1037,IPv4,
1038,IPv4,
1039,IPv4,
1040,IPv4,
1041,IPv4,
1042,IPv4,
1043,IPv4,
1051,IPv4,200.219.140.0/24
1052,IPv6,2001:12f8:0:4::/64
1053,IPv4, 187.16.201.0/24
1054,IPv6, 2001:12f8:0:24::/64
1056,IPv4,
1057,IPv6,
1059,IPv4,
1060,IPv6,
1061,IPv4,103.203.158.0/23
1062,IPv6,2403:c780:b800:bb00::/64
1065,IPv4,
1066,IPv6,
1067,IPv4,196.223.40.0/24
1342,IPv6,
1210,IPv4,196.13.207.128/26
1068,IPv4,196.10.141.0/24
1276,IPv6,2001:43f8:6d2::/64
1069,IPv4,206.41.106.0/24
1070,IPv6,
1072,IPv4,103.27.170.0/24
1345,IPv6,2401:7500:fff6::/64
1073,IPv4,
1074,IPv4,201.131.204.0/26
1075,IPv6,2806:239::/64
1076,IPv4,
1153,IPv6,
1077,IPv4,206.108.115.0/24
1300,IPv6,2001:504:38:1::/64
1082,IPv4,196.11.234.0/24
1083,IPv6,2001:43f8:09d0::/48
1084,IPv4,
1085,IPv4,218.100.80.0/22
1086,IPv6,2001:de8:17::/48
1087,IPv4,
1088,IPv6,
1089,IPv4,198.32.181.0/24
1437,IPv6,2001:504:d:80::/64
1090,IPv4,
1091,IPv6,
1092,IPv4,193.34.197.128/25
1093,IPv6,2001:7f8:6d::/64
1094,IPv4,
1095,IPv6, 2001:7f8:92::/64
1096,IPv4, 185.1.18.0/24
1097,IPv6, 2001:67c:2b9c::/48
1098,IPv4,58.84.254.0/23
1099,IPv6,
1100,IPv4,
1101,IPv4,91.232.229.0/24
1102,IPv6,2001:7f8:66::/64
1103,IPv4,
1104,IPv6,
1105,IPv4,
1106,IPv6,
1107,IPv4,
1108,IPv6,
1110,IPv4,
1111,IPv6,
1112,IPv4,193.28.6.0/24
1113,IPv6, 2001:7f8:82::/64
1116,IPv4,
1117,IPv4,203.159.68.0/23
1118,IPv6,2001:deb:0:68::/64
1119,IPv4,91.240.225.0/24
1120,IPv4,193.201.116.128/26
1122,IPv6,2001:67c:5e8::/48
1121,IPv4,
1123,IPv4,198.32.146.0/24
1124,IPv6,2001:504:a::/64
1125,IPv4,
1126,IPv4,204.228.158.0/24
1127,IPv6,2607:fa18:1:f00::/64
1128,IPv4,
1129,IPv4,206.53.201.0/24
1130,IPv6,2001:504:60::/64
1131,IPv4,198.32.132.0/24
1132,IPv6,2001:478:132::/48
1134,IPv4,206.223.125.0/24
1135,IPv6,2001:504:29::/48
1137,IPv4,
1140,IPv4,206.41.109.0/24
1141,IPv6,2001:504:3F::/64
1142,IPv4,43.243.22.0/23
1143,IPv6,2001:dea:0:40::/64
1144,IPv4,43.243.21.0/24
1145,IPv6,2001:7fa:11:6::/64
1146,IPv4,196.223.41.0/24
1147,IPv6,2001:43f8:a10::/64
1148,IPv4,206.53.140.0/24
1149,IPv6,2001:504:46::/48
1151,IPv4,206.41.110.0/24
1152,IPv6,2001:504:41:110::/64
1154,IPv4,196.216.150.0/24
1157,IPv4,196.216.151.0/24
1158,IPv4,196.216.149.0/24
1159,IPv4,196.223.39.0/24
1160,IPv4,
1161,IPv4,185.1.33.0/24
1367,IPv6,2001:7f8:90::/64
1162,IPv4,185.1.46.0/24
1340,IPv6, 2001:7f8:32::/64
1173,IPv4,206.53.139.0/24
1174,IPv6,2001:504:45:f3e8::0/64
1177,IPv4,185.1.40.0/24
1178,IPv6,2001:7F8:98::/64
1180,IPv4,206.53.137.0/24
1181,IPv6,2001:504:44::/64
1182,IPv4,185.1.47.0/24
1576,IPv6,2001:7f8:36::/64
1183,IPv6, 2001:7f8:36::/64
1184,IPv4,185.1.48.0/24
1185,IPv6,2001:7f8:3f::/64
1186,IPv4,185.1.43.0/24
1187,IPv6,2001:7f8:11::0/64
1196,IPv4,196.223.44.0/24
1347,IPv6, 2a06:5600::/48
1197,IPv4,202.165.202.187
1198,IPv4,194.254.208.158/27
1199,IPv4,206.126.235.0/26
1200,IPv6,2001:504:33::0/64
1477,IPv4,206.53.175.0/24
1478,IPv6,2001:504:58::/64
1201,IPv4,
1292,IPv4,181.210.17.0/24
1203,IPv4,
1204,IPv4,209.124.52.0/24
1205,IPv6,2067:f790:100::0/64
1207,IPv4,103.7.144.0/24
1208,IPv6,2001:de8:1d::0/64
1237,IPv4,206.53.200.0/24
1238,IPv6,2001:504:59::/64
1211,IPv4,
1212,IPv4,
1547,IPv4,196.60.50.0/24
1629,IPv6,2001:43f8:0:400::/64
1213,IPv4,196.60.0.0/24
1630,IPv6,2001:43f8:0:200::/64
1214,IPv4,
1215,IPv4,185.1.54.0/24
1216,IPv4,2001:7f8:95::/48
1359,IPv4,103.41.12.0/22
1360,IPv6,2001:ded::/48
1323,IPv4, 103.26.68.0/23
1348,IPv6,2001:dea:0:10::/64
1297,IPv4,
1217,IPv4,10.31.2.0/24
1218,IPv4,185.1.58.0/24
1335,IPv6, 2001:7f8:9e::/64
1219,IPv4,185.154.168.0/23
1220,IPv4,194.57.253.128/27
1221,IPv4,196.60.2.0/24
1222,IPv6,2001:43f8:c0::/48
1223,IPv4,196.223.24.0/24
1230,IPv4,103.216.40.0/23
1229,IPv6,2404:E780:F872:A::/64
1231,IPv4,206.71.140.0/24
1472,IPv6,2001:504:76::/48
1232,IPv4,196.60.40.0/24
1233,IPv4,196.223.38.0/24
1334,IPv6, 2001:43f8:9c0:1000::/64
1234,IPv4,
1235,IPv4,200.23.206.0/24
1331,IPv6,2801:14:9000::/64
1305,IPv4,206.53.172.0/24
1306,IPv6,2606:a980:0:5::/64
1236,IPv4,
1241,IPv4,185.1.71.0/25
1243,IPv4,185.1.71.128/25
1242,IPv6,2001:7f8:a2::/50
1244,IPv6,2001:7f8:a2:4000::/50
1245,IPv6,2001:7f8:a2:8000::/50
1246,IPv4,206.53.202.0/24
1247,IPv6,2001:504:61::/48
1248,IPv4,185.1.68.0/24
1249,IPv6,2001:7f8:a0::/48
1255,IPv4,138.204.244.0/24
1256,IPv6,2001:13c7:6016::/64
1257,IPv4,200.115.80.0/24
1258,IPv6,2001:13c7:6010::/64
1259,IPv4,138.204.245.0/24
1260,IPv6,2001:13c7:6017::/64
1261,IPv4,138.204.246.0/24
1262,IPv6,2001:13c7:6018::/64
1263,IPv4,138.204.248.0/24
1264,IPv6,2001:13c7:6020::/64
1265,IPv4,138.204.247.0/24
1266,IPv6,2001:13c7:6019::/64
1269,IPv4,138.204.250.0/24
1270,IPv6, 2001:13c7:6022::/64
1267,IPv4,
1268,IPv6,
1271,IPv4,201.217.14.0/24
1354,IPv6,
1277,IPv4,103.74.224.0/24
1278,IPv6,2001:ded:8000::/48
1280,IPv4,223.31.200.0/24
1281,IPv6,2001:e48:44:100b::/64
1282,IPv4,170.246.67.0/24
1283,IPv6,
1287,IPv4,
1288,IPv4,213.162.194.0/24
1289,IPv6,2a02:23a0:1111:9999::/64
1290,IPv4,196.60.6.0/24
1291,IPv6,2001:43f8:d70::/48
1293,IPv4,
1294,IPv6,
1295,IPv4,103.129.62.0/26
1296,IPv6,2001:dea:4000::/64
1298,IPv4,
1301,IPv4,206.53.170.0/24
1302,IPv6,2606:a980:0:3::/64
1303,IPv4,103.26.70.0/24
1304,IPv6,2001:dea:0:20::/64
1307,IPv4,103.26.71.0/24
1308,IPv6,2001:dea:0:30::/64
1309,IPv4,202.12.243.0/24
1310,IPv6,2001:dea:0:50::/64
1311,IPv4,170.82.113.0/27
1312,IPv4,
1313,IPv4,
1314,IPv4,
1318,IPv4,192.168.51.0/30
1320,IPv4, 206.71.137.0/24
1444,IPv6,2001:504:73::/128
1321,IPv4,206.71.11.0/24
1322,IPv6,2001:504:69::/48
1370,IPv4,
1371,IPv4,
1372,IPv4,
1373,IPv4,
1374,IPv4,
1393,IPv6,
1375,IPv4,200.107.255.120/29
1376,IPv4,196.60.42.0/27
1377,IPv4,91.230.210.0/23
1378,IPv4,45.120.248.0/24
1379,IPv6,2001:df2:1900:1::/64
1380,IPv4,89.222.236.0/24
1381,IPv4,185.1.15.0/24
1382,IPv6,2001:7f8:7a::/64
1383,IPv4,91.212.235.0/24
1621,IPv6,2001:7f8:9f::/64
1384,IPv4,185.1.31.0/24
1385,IPv6,2001:7f8:8d::/64
1386,IPv4,185.1.52.0/24
1387,IPv6,2001:7f8:62:52::/64
1388,IPv4,202.78.121.0/24
1389,IPv4,80.94.94.0/23
1390,IPv6,2a06:2340:94::/64
1391,IPv4,103.40.222.0/24
1392,IPv4,43.249.135.0/24
1396,IPv4, 185.1.110.0/24
1397,IPv6,2001:7f8:3c::/48
1398,IPv4,185.1.88.0/24
1399,IPv6,2001:7f8:b0::/64
1400,IPv4,193.106.112.0/23
1401,IPv6,2a00:1b30::/64
1402,IPv4,91.203.127.0/24
1403,IPv6,2001:7f8:77::/64
1407,IPv4,82.117.167.0/25
1404,IPv4, 185.1.74.0/26
1405,IPv6,2001:7f8:a5::/64
1409,IPv4,154.73.42.0/24
1410,IPv4,196.60.44.0/24
1411,IPv6,2001:43f8:310::/48
1413,IPv4,206.71.141.0/24
1412,IPv6,
1414,IPv4,200.219.130.0/24
1415,IPv6, 2001:12f8:0:1::/64
1416,IPv4, 187.16.204.0/24
1417,IPv6,2001:12f8:0:27::/64
1497,IPv4,185.1.100.0/24
1498,IPv6,2001:7f8:bb::/48
1418,IPv4, 185.1.44.0/24
1419,IPv4,
1420,IPv4,185.1.94.0/24
1421,IPv6,2001:7f8:b6::/64
1422,IPv4,45.71.9.0/24
1423,IPv4,206.71.142.0/24
1424,IPv6,2620:3b:6000::/64
1425,IPv4,103.105.218.0/24
1426,IPv6,2001:de8:4000::/64
1427,IPv4, 103.77.108.0/24
1428,IPv6,2001:df2:1900:2::/64
1429,IPv4,206.53.174.0/24
1430,IPv6,2606:a980:0:7::/64
1431,IPv4,103.48.48.0/23
1432,IPv6,2001:def::/48
1433,IPv4,206.53.205.0/24
1434,IPv6,2606:a980:0:9::/64
1435,IPv4,206.53.171.0/24
1436,IPv6,2606:a980:0:4::/64
1438,IPv4,206.53.203.0/24
1439,IPv6,2606:a980:0:8::/64
1440,IPv4,45.120.251.0/24
1441,IPv6,2001:df2:1900:3::/64
1442,IPv4,103.77.110.0/24
1443,IPv6,2001:df2:1900:4::/64
1445,IPv4, 77.241.206.0/24
1446,IPv6,2001:1ab8:8486::/64
1447,IPv4,185.1.109.0/24
1448,IPv6,2001:7f8:c3::/64
1449,IPv4, 185.1.102.0/24
1452,IPv6, 2001:7f8:bd::/64
1450,IPv4, 185.1.104.0/24
1451,IPv6, 2001:7f8:be::/64
1453,IPv4, 185.1.107.0/24
1454,IPv6,2001:7f8:c1::/64
1455,IPv4, 185.1.101.0/24
1456,IPv6, 2001:7f8:bc::/64
1457,IPv4, 185.1.106.0/24
1458,IPv6,2001:7f8:c0::/64
1459,IPv4,196.60.46.0/24
1460,IPv4, 103.103.194.0/24
1632,IPv6,2001:df3:1300::/64
1461,IPv4,185.1.2.0/24
1462,IPv6, 2001:7f8:81::/64
1463,IPv4,178.216.40.0/21
1464,IPv6,2001:7f8:5b::/64
1465,IPv4,89.46.144.0/21
1466,IPv6,2001:7f8:69::/64
1467,IPv4,45.71.10.0/24
1560,IPv4,45.71.8.0/24
1468,IPv4,45.71.11.0/24
1469,IPv4,193.232.244.0/24
1470,IPv6,2001:7f8:20:1101::/64
1577,IPv4,212.138.252.0/23
1473,IPv4,212.26.66.0/23
1515,IPv6,2001:1490:104::/48
1474,IPv4,131.72.77.240/28
1537,IPv4,
1476,IPv4,206.81.105.0/24
1520,IPv6,
1479,IPv4,185.1.112.0/24
1480,IPv6,2001:7f8:83::/64
1481,IPv4,185.1.116.0/24
1482,IPv6,2001:7f8:c7::/64
1483,IPv4,185.1.22.0/24
1484,IPv6,2001:7f8:c6::/64
1485,IPv4,
1488,IPv4,196.60.48.0/24 
1489,IPv6,2001:43f8:0:300::/64
1486,IPv4,103.115.147.0/24
1487,IPv6,2001:de8:c000::/48
1490,IPv4,206.80.234.0/24
1491,IPv6,2001:504:90::/48
1501,IPv4,43.254.31.0/24
1493,IPv6,2001:df0:1a00:8::/64
1492,IPv4,
1494,IPv4,
1495,IPv4,185.1.93.0/24
1496,IPv4,2001:7f8:b5::/48
1499,IPv4,185.1.113.0/24
1500,IPv6,2001:7f8:c4::/64
1502,IPv4,103.111.7.0/24
1503,IPv6,2001:df5:b500::/64
1504,IPv4,163.53.87.0/24
1505,IPv4,
1506,IPv4,206.80.238.0/24
1507,IPv6,2001:504:91::/64
1508,IPv4,183.177.61.0/24
1509,IPv6,2001:de8:6:1::/64
1510,IPv4,103.119.232.0/22
1531,IPv6,2403:4AC0::/32
1559,IPv4,206.82.109.0/24
1511,IPv4,45.120.249.0/24
1512,IPv6,2001:df2:1900:5::/64
1513,IPv4,206.80.239.0/24 
1514,IPv6,2001:504:37:20::/64 
1516,IPv4,2001:de9:4000::/48
1517,IPv6,103.115.192.0/23
1519,IPv4,196.49.38.0/24
1522,IPv4,204.138.0.0/24
1523,IPv4,31.44.186.0/24
1524,IPv4,31.44.187.0/24
1525,IPv4,37.9.49.0/24
1526,IPv4,
1528,IPv4,103.104.19.0/24
1529,IPv6,2401:fdc0::/64
1530,IPv4,185.1.131.0/24
1603,IPv6,2001:7f8:d5::/64
1532,IPv4,185.1.59.0/24
1533,IPv6,2001:7f8:cc::/48
1534,IPv4,103.129.155.0/24
1535,IPv6,2001:df6:7900::/64
1536,IPv4,185.1.123.0/24
1556,IPv6,2001:7f8:ce::/48
1540,IPv4,185.79.213.0/24
1541,IPv4,185.1.69.0/24
1542,IPv6,2001:7f8:18:210::/64
1543,IPv4,45.222.254.0/24
1544,IPv4,185.1.119.0/24
1545,IPv6,2a07:1c44:61f0::/48
1546,IPv4,
1548,IPv6,
1550,IPv4,
1552,IPv4,196.60.54.0/24
1553,IPv4,
1554,IPv4,
1555,IPv4,
1558,IPv4,
1561,IPv4,185.167.180.0/22
1562,IPv6,2a0b:9600::/29
1563,IPv6,2a0c:3b80:415f::/48
1564,IPv4,206.81.104.0/24
1565,IPv6,2602:fed2:fff:ffff::/64
1566,IPv4,192.34.27.0/24
1567,IPv6,2602:ffb1:4000::/48
1568,IPv4,194.54.136.0/24
1569,IPv6,2a0c:c9c0::/64
1570,IPv4,194.54.136.0/24
1571,IPv6,2a0c:c9c0::/64
1572,IPv4,
1573,IPv4,103.8.60.0/24
1582,IPv4,185.1.127.0/24
1597,IPv6,2a0d:f407::/64
1599,IPv4,
1600,IPv4,
1601,IPv6,2a0d:1a47:ffff::/64
1604,IPv6,2a0c:f587:ffff:ffff::/64
1605,IPv4,185.1.124.0/24
1606,IPv6,2001:7f8:cf::/64
1607,IPv4,
1608,IPv4,185.1.126.0/24
1609,IPv4,198.32.72.0/24
1610,IPv6,2001:1a10:cd:2::/64
1612,IPv4,185.1.121.0/24
1613,IPv6,2001:7f8:cb:dcbb::/64
1614,IPv4,
1616,IPv4,200.135.14.128/26
1617,IPv6,fdef:44ad:f2b0:7f59::/64
1618,IPv4,139.28.99.0/28
1619,IPv6,2a09:4c0:ffff::/64
1620,IPv4,
1624,IPv4,103.228.155.0/24
1625,IPv6,2400:d180:68::/64
1626,IPv4,103.228.154.0/24
1627,IPv6,2400:d180:67::/64
1628,IPv4,
1631,IPv4,87.108.41.96/27
1633,IPv4,77.69.248.0/24
1634,IPv4,206.83.12.0/24
1635,IPv6,2001:504:98::/64
1636,IPv4,185.1.105.0/24
1637,IPv6,2001:7f8:bf:1::/64
